id,title,description,age_certification,runtime,hit,imdb_id,imdb_votes,tmdb_popularity,tmdb_score,top_three,release_decade
tm41508,First Sunday,"Durell and LeeJohn are best friends and bumbling petty criminals. When told they have one week to pay a $17,000 debt or Durell will lose his son, they come up with a desperate scheme to rob their neighborhood church. Instead, they end up spending the night in the presence of the Lord and are forced to deal with much more than they bargained for.",PG-13,96,0,tt0486578,10927,8.809,5.6,1,2000s
tm412937,Trading Paint,"A stock car racing legend is drawn back to the dirt track when his son, an aspiring driver, joins a rival racing team.",R,87,0,tt7052494,1996,8.786,5.6,1,2010s
tm427143,Edge of Fear,"After being stabbed in the heart by ruthless home invaders, a man is left for dead. Now weak, outnumbered, and knife sticking from his chest, he attempts to do the impossible: save his wife from these murderers before he bleeds to death.",R,91,0,tt7149916,3187,8.766,4.7,1,2010s
tm948128,Audrey,"An intimate look at Audrey Hepburn's life, with access to exclusive never-before-seen footage from her family's personal collection, providing an unprecedented and insightful view on Audrey, her life and her dreams, aspirations and her everlasting legacy.",PG,100,1,tt10731386,1960,8.723,7.1,0,2020s
tm155102,Demonic,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,R,83,0,tt1841642,14882,8.722,5.3,0,2010s
tm54147,Dostana,Two straight guys who pretend to be a gay couple to secure a posh Miami apartment fall for their gorgeous roommate. Hilarity ensures as Kunal and Sameer strive to convince everyone they are gay while secretly trying to win Neha's heart.,PG-13,142,0,tt1185420,15063,8.613,6.2,1,2000s
tm306301,Piercing,"After kissing his wife and baby goodbye for a seemingly normal business trip, Reed checks himself into a hotel room to accomplish something heâ€™s always dreamed of: the perfect murder. As his sinister plans unfold, he soon realizes he might be in over his head with a mysteriously unhinged call girl named Jackie.",R,82,0,tt6516314,7598,8.611,5.8,0,2010s
tm158671,A Fairly Odd Summer,"Get ready for the oddest summer yet! Timmy Turner and his fairies are going on a summer vacation to Hawaii. But, unfortunately for Timmy, something tells us this wonâ€™t be a very relaxing holiday. With all the magic in Fairy World at stake and villains like Vicky , Foop and Crocker on his tail, thereâ€™s no way heâ€™ll be able to enjoy himselfâ€¦",G,66,0,tt3149536,564,8.572,5.9,1,2010s
tm852172,Apollo 10Â½:  A Space Age Childhood,"A man narrates stories of his life as a 10-year-old boy in 1969 Houston, weaving tales of nostalgia with a fantastical account of a journey to the moon.",PG-13,98,1,tt7978758,6681,8.534,7.2,1,2020s
tm937814,The Alpinist,"When filmmaker Peter Mortimer encounters an elusive young climber named Marc-AndrÃ© Leclerc, an evolution in free solo mountaineering unfolds. Along the two-year journey up high alpine peaks and steep frozen waterfalls, Peter explores Marcâ€™s connection to nature, his uncompromising quest for adventure, and the risks he takes to pursue his passion.",PG-13,92,1,tt11790780,8048,8.534,7.7,0,2020s
tm845607,Spirit Riding Free: Spirit of Christmas,"Lucky and her friends venture into town on Christmas Eve in an attempt to fulfill their holiday plans. But when distractions lead to delays, they must figure out how to get home in time for Christmas in the middle of a serious snowstorm!",PG,45,0,tt11313068,124,8.492,6.9,1,2010s
tm1082314,Untold: Malice at the Palace,"Key figures from an infamous November 19th 2004 incident between players and fans at an NBA game in Michigan discuss the fight, its fallout and its lasting legacy.",R,69,1,tt15085802,7699,8.49,7,0,2020s
tm367185,Won't You Be My Neighbor?,"For more than thirty years, and through his television program, Fred Rogers (1928-2003), host, producer, writer and pianist, accompanied by his puppets and his many friends, spoke directly to young children about some of life's most important issues.",PG-13,95,1,tt7681968,25061,8.47,8.1,0,2010s
tm885775,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Kimmy's a famous author and she's about to marry a prince! But first she has to foil the Reverend's evil plot. It's your move: What should Kimmy do next?,PG-13,80,0,tt10324166,5376,8.317,6.4,1,2020s
tm1001108,Biggie: I Got a Story to Tell,"Christopher Wallace, AKA The Notorious B.I.G., remains one of Hip-Hopâ€™s icons, renowned for his distinctive flow and autobiographical lyrics. This documentary celebrates his life via rare behind-the-scenes footage and the testimonies of his closest friends and family.",R,97,0,tt14058484,5028,8.292,7.2,0,2020s
tm363488,RBG,"Justice Ruth Bader Ginsburg now 84, and still inspired by the lawyers who defended free speech during the Red Scare, Ginsburg refuses to relinquish her passionate duty, steadily fighting for equal rights for all citizens under the law. Through intimate interviews and unprecedented access to Ginsburgâ€™s life outside the court, RBG tells the electric story of Ginsburgâ€™s consuming love affairs with both the Constitution and her beloved husband Martyâ€”and of a lifeâ€™s work that led her to become an icon of justice in the highest court in the land.",PG,98,1,tt7689964,14182,8.258,7.6,0,2010s
tm1003353,Operation Varsity Blues: The College Admissions Scandal,"An examination that goes beyond the celebrity-driven headlines and dives into the methods used by Rick Singer, the man at the center of the shocking 2019 college admissions scandal, to persuade his wealthy clients to cheat an educational system already designed to benefit the privileged.",R,100,0,tt14111734,8190,8.255,7,1,2020s
tm843958,Rogue Warfare: The Hunt,The next installment of the Rogue Warfare Trilogy. Daniel has been captured and it is up to the TEAM to find him before it is to late.,R,103,0,tt7983712,590,8.239,5.6,1,2010s
tm471878,Fatima,"In 1917, outside the parish of FÃ¡tima, Portugal, a 10-year-old girl and her two younger cousins witness multiple visitations of the Virgin Mary, who tells them that only prayer and suffering will bring an end to World War I.  As secularist government officials and Church leaders try to force the children to recant their story, word of the sighting spreads across the country, inspiring religious pilgrims to flock to the site in hopes of witnessing a miracle..",PG-13,113,0,tt2197936,3232,8.184,7.2,1,2020s
tm433462,We Summon the Darkness,Three best friends attending a heavy-metal show cross paths with sadistic killers after they travel to a secluded country home for an after party.,R,91,0,tt8058874,10483,8.183,5.5,1,2020s
tm918734,Concrete Cowboy,"Sent to live with his estranged father for the summer, a rebellious teen finds kinship in a tight-knit Philadelphia community of Black cowboys.",R,111,0,tt8846176,8660,8.139,6.2,1,2020s
tm190811,Geronimo: An American Legend,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, while reclaiming what is rightfully theirs.",PG-13,115,0,tt0107004,11709,8.136,6.3,1,1990s
tm218186,Septembers of Shiraz,"In this adaptation of the critically acclaimed debut novel by Iranian American author Dalia Sofer, a secular Jewish family is caught up in the maelstrom of the 1979 Iranian Revolution.",PG-13,110,1,tt3661298,38,8.065,5.7,1,2010s
tm474548,Good Sam,A news reporter looks into who has been anonymously leaving large cash gifts on random doorsteps in New York.,PG,90,0,tt9032888,2951,8.029,6,1,2010s
tm20712,Eddie Murphy Raw,"Eddie Murphy delights, shocks and entertains with dead-on celebrity impersonations, observations on '80s love, sex and marriage, a remembrance of Mom's hamburgers and much more.",R,90,1,tt0092948,19757,7.992,7.3,1,1980s
tm368449,Private Life,"Richard and Rachel, a couple in the throes of infertility, try to maintain their marriage as they descend deeper and deeper into the insular world of assisted reproduction and domestic adoption.",R,123,1,tt6394284,19023,7.974,7,1,2010s
tm7073,Knight Rider 2000,"In the future, guns are banned and criminals are frozen for the duration of their sentences. A recent spate of killings involving handguns brings Michael Knight back to fight for justice, but he insists of the help of KITT, his artificially-intelligent car from decades ago. The only problem is that KITT has been deactivated.",G,91,0,tt0102227,3207,7.945,5.1,1,1990s
tm845484,Dick Johnson Is Dead,"With this inventive portrait, director Kirsten Johnson seeks a way to keep her 86-year-old father alive forever. Utilizing moviemaking magic and her familyâ€™s dark humor, she celebrates Dr. Dick Johnsonâ€™s last years by staging fantasies of death and beyond. Together, dad and daughter confront the great inevitability awaiting us all.",PG-13,89,1,tt11394180,6511,7.932,7.4,1,2020s
tm1084481,Blood Brothers: Malcolm X & Muhammad Ali,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",PG-13,95,0,tt15095938,946,7.921,7.4,0,2020s
tm827142,Dave Chappelle: Sticks & Stones,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in this defiant stand-up special.",R,65,1,tt10810424,26075,7.885,7.646,1,2010s
tm294581,The Clapper,15 minutes of fame destroys the life of a man who works as a clapper in television.,R,89,0,tt5461956,7688,7.843,4.8,1,2010s
tm984155,The Devil Below,"A group of four amateur adventurers who specialize in exploring remote and forsaken places pay a visit to Shookum Hills, a town in the remote Appalachian Mountains which was abandoned decades ago due to a mysterious coal mine fire.",R,89,0,tt7646322,4366,7.841,5.1,0,2020s
tm880059,All Day and a Night,A young man who committed a homicide deals with the repercussions of his action.,R,121,0,tt3993886,3752,7.586,6.2,1,2020s
tm139885,The Other Side of the Wind,"Surrounded by fans and skeptics, grizzled director J.J. ""Jake"" Hannaford returns from years abroad in Europe to a changed Hollywood, where he attempts to make his innovative comeback film.  This film was started in 1970 but never completed during Welles lifetime.",R,122,0,tt0069049,7104,7.453,6.7,1,2010s
tm1033635,Sisters on Track,Three track star sisters face obstacles in life and in competition as they pursue Junior Olympic dreams in this extraordinary coming of age journey.,PG,96,0,tt9337574,199,7.433,7.1,0,2020s
tm117580,She's Gotta Have It,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",R,84,0,tt0091939,14472,7.416,6.707,1,1980s
tm918853,All Together Now,"An optimistic, talented teen clings to a huge secret: she's homeless and living on a school bus. When tragedy strikes, can she learn to accept a helping hand?",PG,92,0,tt3155342,4388,7.402,6.8,1,2020s
tm455568,Paddleton,An unlikely friendship between two neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.,R,89,1,tt8041276,13791,7.339,7,1,2010s
tm38896,From Within,"When the citizens of a small evangelical town systematically begin committing suicide, a young girl struggling to reconcile her Christian upbringing with her desire to experience the outside world finds her faith put to the ultimate test.",R,89,0,tt1673402,7650,7.282,5.6,0,2000s
tm884511,The Lost Husband,"Trying to put her life back together after the death of her husband, Libby and her children move to her estranged Aunt's goat farm in central Texas.",PG-13,109,0,tt4257940,4739,7.282,7,1,2020s
tm855600,The Stand In,"When ordered to serve a year in rehab, actress Candy hires her on-set stand-in to take her place. The unassuming woman flips the script and steals her identity, career and boyfriend in this hilarious comedy about trading places.",R,97,0,tt7970348,3439,7.135,5.6,1,2020s
tm143757,Search Party,Two oafs must rescue their stranded pal in Mexico.,R,93,0,tt2758904,7840,7.116,5.4,1,2010s
tm344173,All I Wish,"A woman struggles to escape the clutches of her overbearing, co-dependent mother, while gradually falling for a sexy, sophisticated attorney.",G,94,0,tt1492705,1600,7.009,5.9,1,2010s
tm149914,Jim Jefferies: Bare,"Smart, crude, and in-your-face, Australian comic/actor/equal-opportunity-offender Jim Jefferies is not for the faint of heart. Whether he is lampooning gun control, auditioning disabled actors, or over-sharing sexual experiences, the FXX ""Legit"" star proves nothing is out of bounds and even less, off limits. Filmed during the Boston run of his recent stand up tour.",R,76,1,tt3958494,5461,6.947,7.5,1,2010s
tm233345,Love Beats Rhymes,"A young woman dreams of making it big in the world of hip hop, but her parents demand that she finish her university degree. She dutifully agrees to complete her education, but her spoken word proves to have a powerful impact in the classroom.",R,105,0,tt4686108,1072,6.917,5.7,1,2010s
tm440996,Trevor Noah: Son of Patricia,"Trevor Noah gets out from behind the ""Daily Show"" desk and takes the stage for a stand-up special that touches on racism, immigration, camping and more.",R,63,1,tt9170648,4101,6.861,7,1,2010s
tm446574,Love Jacked,"Maya, a headstrong 28-year-old with artistic ambitions â€“ a strong contrast to what her father Ed wants: a dutiful daughter to run the family store. Ed is shocked when Maya takes her assertions of independence a step further and decides to travel to Africa for inspiration and returns with a fiancÃ© who is not quite what he seems.",PG-13,100,0,tt4329242,2215,6.833,6.1,1,2010s
tm1052498,Aileen Wuornos: American Boogeywoman,"Based on Aileen Wuornos's early life, America's most notorious female serial killer, back in 1976 a young Aileen arrives in Florida searching for a new life that will help her escape her tragic past, marries a wealthy Yacht Club president and has the chance to start again as part of Florida's high society. But tormented by inner angels she surrenders to her murderous impulses and wreaks havoc in the peaceful community of Deland, Florida.",R,85,0,tt14265992,1538,6.83,5.4,1,2020s
tm238587,Shepherds and Butchers,A lawyer takes on a case of a prison guard in South Africa who is traumatized by the executions he's witnessed.,R,106,0,tt4627352,3357,6.814,6.5,1,2010s
tm983723,The Sparks Brothers,"Take a musical odyssey through five weird and wonderful decades with brothers Ron & Russell Mael, celebrating the inspiring legacy of Sparks: your favorite bandâ€™s favorite band.",R,140,1,tt8610436,4663,6.784,7.3,1,2020s
tm1096775,Procession,Six men who were sexually abused by Catholic clergy as boys find empowerment by creating short films inspired by their trauma.,R,118,1,tt14300912,1148,6.708,5.8,0,2020s
tm370232,We the Animals,"Manny, Joel and Jonah tear their way through childhood and push against the volatile love of their parents. As Manny and Joel grow into versions of their father and Ma dreams of escape, Jonah, the youngest, embraces an imagined world all his own.",R,94,0,tt7681824,4303,6.702,6.5,1,2010s
tm138792,Results,"Two mismatched personal trainers' lives are upended by the actions of a new, wealthy client.",R,105,0,tt3824412,7140,6.672,5,1,2010s
tm161904,Bully,"This year, over 5 million American kids will be bullied at school, online, on the bus, at home, through their cell phones and on the streets of their towns, making it the most common form of violence young people in this country experience. The Bully Project is the first feature documentary film to show how we've all been affected by bullying, whether we've been victims, perpetrators or stood silent witness. The world we inhabit as adults begins on the playground. The Bully Project opens on the first day of school. For the more than 5 million kids who'll be bullied this year in the United States, it's a day filled with more anxiety and foreboding than excitement. As the sun rises and school busses across the country overflow with backpacks, brass instruments and the rambunctious sounds of raging hormones, this is a ride into the unknown.",PG-13,92,1,tt1682181,10266,6.651,7.2,1,2010s
tm848996,Tigertail,A man reflects on the lost love of his youth and his long-ago journey from Taiwan to America as he begins to reconnect with his estranged daughter.,PG,91,0,tt8902948,3589,6.618,6.9,1,2020s
tm1079334,"Bob Ross: Happy Accidents, Betrayal & Greed",Bob Ross brought joy to millions as the world's most famous art instructor. But a battle for his business empire cast a shadow over his happy trees.,PG-13,92,0,tt14539744,5856,6.605,6.8,0,2020s
tm174190,Undefeated,"Set against the backdrop of a high school football season, Dan Lindsay and T.J. Martinâ€™s documentary UNDEFEATED is an intimate chronicle of three underprivileged student-athletes from inner-city Memphis and the volunteer coach trying to help them beat the odds on and off the field.  For players and coaches alike, the season will be not only about winning games â€” it will be about how they grapple with the unforeseeable events that are part of football and part of life.",PG-13,113,1,tt1860355,7073,6.591,7.7,0,2010s
tm1099320,Convergence: Courage in a Crisis,"Activists and volunteers work through the darkest days of 2020, galvanizing social change amidst chaos as governments start to fail local communities. This epic, globally spanning and deeply passionate documentary serves as a clarion call that great change can be born of crisis.",R,113,0,tt15398694,262,6.589,5.2,0,2020s
tm500565,Friendsgiving,"Molly and Abbey, along with their crew of close friends and acquaintances, host a dysfunctional, comical and chaotic Thanksgiving dinner.",R,95,0,tt8431078,2875,6.446,4.6,1,2020s
tm1044137,Headspace Unwind you Mind,"Do you want to relax, meditate or sleep deeply? Personalize the experience according to you mood or mindset with this Headspace interactive special",G,15,1,tt14684160,132,6.434,7.2,0,2020s
tm474862,Bennett's War,"After surviving an IED explosion in combat overseas, a young soldier with the Army Motorcycle Unit is medically discharged with a broken back and leg. Against all odds he trains to make an impossible comeback as a motocross racer in order to support his family.",PG-13,94,0,tt7370952,899,6.412,7.1,1,2010s
tm454375,Benchwarmers 2: Breaking Balls,A washed-up baseball player becomes an attorney. He gets a chance at redemption when his boss asks him to manage the company softball team in hopes of winning a championship.,PG-13,90,0,tt8750122,967,6.37,4.5,1,2010s
tm148976,The Battered Bastards of Baseball,Hollywood veteran Bing Russell creates the only independent baseball team in the countryâ€”alarming the baseball establishment and sparking the meteoric rise of the 1970s Portland Mavericks.,R,80,1,tt3445270,4043,6.367,7.6,0,2010s
tm180643,Jinxed,"Meet the Murphys, a family with never ending bad luck. ""Anything that can go wrong, will go wrong,"" it's Murphy's law! Over a century ago a witch put a magical curse on their great-great grandfather and the whole family has been jinxed for generations! After Meg Murphy (played by Big Time Rush's Ciara Bravo) and her family's house is destroyed in yet another freak accident, the family moves into their grandfather's house in Harvest Hills. In a not-so-strange case of bad luck, Meg's nemesis Ivy is also spending the summer in town. But things start to look up, kind of, when Meg meets a local boy named Brett and he casts another spell on her, a love spell that is! With help from her brother Charlie, Meg more determined than ever, must break the hex on her catastrophically cursed family! Watch this doomed teen try for a normal existence in a world full of hijinks!",G,70,0,tt2934844,1488,6.357,6.7,1,2010s
tm1219831,Dirty Daddy: The Bob Saget Tribute,"Bob Sagetâ€™s friends and family honor the late comedian during a night of laughter and music with Jim Carrey, Chris Rock, Jeff Ross, John Stamos and more.",PG-13,83,0,tt20854216,422,6.328,5.8,1,2020s
tm55369,Edge of Seventeen,"From Toni Basil to the Eurythmics, from friendship bracelets to whip-it's, the summer of 1984 was about as 80s as the 80s ever got. Stuck right in the middle of it is Eric Hunter, heading towards his senior year, and passing the summer working at a local amusement park in the fast food restaurant. He is joined by his long time girl/friend Maggie, as they don their ugly brown polyester uniforms and face the world.",R,104,0,tt0138414,6549,6.276,6.5,1,1990s
tm147686,Kevin Hart: I'm a Grown Little Man,"Fresh off the heels of appearing in movies like Superhero Movie and The 40 Year-Old Virgin, fast-talking comedian Kevin Hart stars in this live stand-up performance where he makes fun of everything and everybody - especially himself.",R,73,1,tt1420554,4411,6.236,7.3,1,2000s
tm350607,Escape from Mr. Lemoncello's Library,Can twelve 12-year-olds escape from the most ridiculously brilliant library ever created? Escape from Mr. Lemoncello's Library plunks a dozen sixth-graders into the middle of a futuristic library for a night of nonstop fun and adventure.,G,69,0,tt5878476,465,6.236,5.8,0,2010s
tm172710,We Steal Secrets: The Story of WikiLeaks,"Julian Assange. Bradley Manning. Collateral murder. Cablegate. WikiLeaks. These people and terms have exploded into public consciousness by fundamentally changing the way democratic societies deal with privacy, secrecy, and the right to information, perhaps for generations to come. We Steal Secrets: The Story of WikiLeaks is an extensive examination of all things related to WikiLeaks and the larger global debate over access to information.",R,127,0,tt1824254,7934,6.159,6.6,0,2010s
tm1165219,Ali Wong: Don Wong,"Comedian, writer and actress Ali Wong returns to Netflix for her third original comedy special, Don Wong. Just in time for Valentine's Day, Ali reveals her wildest fantasies, the challenges of monogamy, and how she really feels about single people. Filmed at The Count Basie Theater in New Jersey.",R,59,0,tt17542000,2352,6.125,6.9,1,2020s
tm53395,FRED 3: Camp Fred,"Schools out, and Fred Figglehorn's dream of water slides, horseback riding and monkey butlers during the summer turns into a nightmare of gruel and poisonous berries when his mom signs him up to an unsanitary camp.",PG,81,0,tt2395219,2654,5.926,5.6,1,2010s
tm889647,The Stand at Paxton County,A military veteran comes home to find her father harassed by a sheriff intent on confiscating the livestock on their ranch under shady pretenses.,R,102,0,tt8362228,1103,5.838,6,1,2020s
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,"Taped for HBO in August 1998, on the final date of Jerry Seinfeld's tour appearances at New York City's Broadhurst Theater, I'm Telling You for the Last Time presents the standup comedian's so-called ""final"" standup, or at least his final tour with the standup material that made him famous.",G,75,1,tt0500140,5879,5.822,7.6,1,1990s
tm348010,Killing Hasselhoff,"A man in a high stakes celebrity death pool quickly loses everything - his business, his bank account, his home, his fiancÃ©. He snaps, then realizes the only way to get his life back on track. He'll have to murder his own celebrity. He'll have to kill Hasselhoff.",R,80,0,tt2967226,2682,5.635,4.6,1,2010s
tm318641,Justice,A U.S. Marshal seeking justice for his brother's murder defends a small town from a corrupt Mayor and his henchmen with intents to revive the civil war.,R,99,0,tt5143890,1237,5.604,5.8,1,2010s
tm843768,John Mulaney & The Sack Lunch Bunch,"John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special.",PG,70,1,tt11318624,3532,5.581,7.1,1,2010s
tm358949,A Very Country Christmas,"Jeanette Williams is a busy single parent, trying to make the best life for her and her daughter. With no time to follow current celebrity gossip, Jeanette is unaware of when a Country superstar returns to their small town to escape the intrusive paparazzi and the chaos of fame. A chance meeting between the two have them both letting their guards down and opening their hearts to the possibility of romance.",G,83,0,tt7001906,1640,5.576,6.5,1,2010s
tm433048,This Is the Night,"In the summer of 1982, as all of Staten Island anticipates the opening of a blockbuster boxing movie, an Italian-American family must confront its greatest challenges.",R,100,0,tt7743120,626,5.428,7.2,1,2020s
tm30289,Jeff Dunham: Arguing with Myself,"A recorded live performance of ventriloquist Jeff Dunham portrays a comedian whose revival of an old-fashioned art has made ventriloquism more relevant to modern societal concerns. Starring his six main characters, from Bubba Jay, a Nascar-obsessed hick, to Peanut, a flamboyant gay monkey, Dunhamâ€™s puppets have dirty but inoffensive senses of humor that mock the American Dream.",PG-13,76,1,tt0806102,4000,5.406,6.6,1,2000s
tm1091155,Untold: Breaking Point,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",R,79,1,tt15101938,2490,5.385,8,0,2020s
tm225693,Keith Richards: Under the Influence,"A portrait of Keith Richards that takes us on a journey to discover the genesis of his sound as a songwriter, guitarist and performer.",PG,82,1,tt4900018,3383,5.383,6.7,0,2010s
tm232953,Sleight,"A young street magician is left to take care of his little sister after his mother's passing and turns to drug dealing in the Los Angeles party scene to keep a roof over their heads. When he gets into trouble with his supplier, his sister is kidnapped and he is forced to rely on both his sleight of hand and brilliant mind to save her.",R,89,0,tt4573516,8644,5.226,5.4,1,2010s
tm973536,Kevin Hart: Zero F**ks Given,"Kevin Hart serves up laughs and brick oven pizza from the comfort of his home, and dishes on male group chats, sex after 40 and life with COVID-19.",R,69,0,tt13433082,3422,5.211,7,1,2020s
tm230927,Puerto Ricans in Paris,"NYPD detectives Luis and Eddie visit Paris to help gorgeous French designer Colette catch the black market thief who's ripped off her new handbag design. While Luis' girlfriend Vanessa and Eddie's wife Gloria remain in New York, the hopelessly unhip odd couple stumble through a glamorous high-fashion world brimming with charming cafes, wild nightclubs and corporate treachery.",R,82,0,tt3730510,1856,5.176,5.7,1,2010s
tm1066826,Diana: The Musical,A princess is thrust onto the world stage. The tabloid media is captivated by her beauty and vulnerability. The globe's most celebrated monarchy is disrupted. This is the story of the most princess woman of the modern age as she struggles to endure a spotlight brighter than any the world had ever known.,PG-13,117,0,tt12885272,1266,5.117,6.1,1,2020s
tm315424,An Evening with Beverly Luff Linn,"Lulu Danger's unsatisfying marriage takes a turn for the worse when a mysterious man from her past comes to town to perform an event called ""An Evening with Beverly Luff Linn: For One Magical Night Only.""",R,108,0,tt6520524,5457,5.109,5.8,1,2010s
tm1185367,White Hot: The Rise & Fall of Abercrombie & Fitch,All the cool kids were wearing it. This documentary explores A&F's pop culture reign in the late '90s and early 2000s and how it thrived on exclusion.,R,88,0,tt19034522,4124,5.038,5.9,0,2020s
tm411507,John Mulaney: Kid Gorgeous at Radio City,"John Mulaney relays stories from his childhood and ""SNL,"" eviscerates the value of college and laments getting older in this electric comedy special.",R,64,1,tt8271714,7933,5.009,8,1,2010s
tm983658,Rita Moreno: Just a Girl Who Decided to Go for It,"Rita Moreno defied both her humble upbringing and relentless racism to become one of a select group who have won an Emmy, Grammy, Oscar and Tony Award. Over a seventy year career, she has paved the way for Hispanic-American performers by refusing to be pigeonholed into one-dimensional stereotypes.",PG-13,90,1,tt10741846,750,4.916,7.1,0,2020s
tm366973,Tom Segura: Disgraceful,"Tom Segura gives voice to the sordid thoughts you'd never say out loud, with blunt musings on porn, parking lot power struggles, parenthood and more.",PG-13,74,1,tt7379330,3851,4.896,7,1,2010s
tm112381,Comedian,"A look at the work of two stand-up comics, Jerry Seinfeld and a lesser-known newcomer, detailing the effort and frustration behind putting together a successful act and career while living a life on the road.",R,82,0,tt0328962,6985,4.854,6.7,1,2000s
tm245148,Jim Jefferies: Freedumb,"Returning for a second Netflix comedy special, Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville, Tennessee.",R,86,1,tt5849950,5420,4.802,7.3,1,2010s
tm306631,Trevor Noah: Afraid of the Dark,Trevor Noah stars in his first Netflix special.,PG-13,68,1,tt6562866,5213,4.794,7.1,1,2010s
tm229542,John Mulaney: The Comeback Kid,"Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton.",PG,62,1,tt5069564,8595,4.784,7.8,1,2010s
tm444247,This Changes Everything,"An investigative look and analysis of gender disparity in Hollywood, featuring accounts from well-known actors, executives and artists in the Industry.",PG,97,1,tt5795282,1580,4.764,6.5,0,2010s
tm69997,Richard Pryor: Live in Concert,"Richard Pryor delivers monologues on race, sex, family and his favorite targetâ€”himself, live at the Terrace Theatre in Long Beach, California.",R,78,1,tt0079807,5141,4.718,7.5,1,1970s
tm245383,Te Ata,"The extraordinary life of Chickasaw Nation citizen Mary Thompson Fisher is given a heartfelt tribute in this moving look at a culture in transition, and the way one woman used her voice to keep Native traditions and stories alive. Raised in Indian Territory, Fisher left home to pursue her dream of becoming an actress, only to find that her true calling was at home all along. From Chautauquas to Broadway and even the White House, Fisher traveled the world performing Native American songs and stories for heads of state, American presidents, and European royalty. Featuring Chickasaw citizens both in front of and be-hind the camera, this touching portrait starring Qâ€™orianka Kilcher (â€œThe New Worldâ€) and Graham Greene honors a woman whose own story was the most inspiring one she never told. -TCFF database",PG,105,1,tt4061944,736,4.665,7.3,1,2010s
tm927718,The Paper Tigers,Three middle aged men polish their martial arts skills to avenge their fallen master.,PG-13,110,0,tt6060444,4341,4.665,6.9,1,2020s
tm838876,Undercover Brother 2,"Sixteen years ago, Undercover Brother and his younger brother were hot on the heels of the leader of a racist, worldwide syndicate, but accidentally got caught in an avalanche of white snow. After they were discovered and thawed out, Undercover Brother remained in a coma. Now, it is up to his little brother to finish the job they started.",R,85,0,tt6843446,690,4.658,3.9,1,2010s
tm413266,Pup Star: World Tour,"PUP STAR is back, with an all-new movie that takes the popular singing dogs on trip around the world, where Tiny and friends find fantastic new songs and meet exciting new canine singers that prove music really is the universal language.",G,87,0,tt7322864,208,4.533,5.7,1,2010s
tm1101878,Honey Girls,"Mega pop star, Fancy G, hosts a contest to find the next big solo artist. But the young contestants realize they are ""better together"" and secretly form a band called Honey Girls and become a huge hit cloaked in mystery.",PG,90,0,tt11847606,173,4.527,5.1,1,2020s
tm444576,Puppy Star Christmas,"The Pup Star family just got bigger! And the new pups: Cindy, Rosie, Charlie, and Brody will have to learn the true meaning of Christmas. When Pup Starâ€™s mean team, scheme to ruin Christmas, the pups end up in the North Pole to save Santa and the holiday spirit. Their adventure is filled with great pup-tastic songs to spread holiday cheer all year round.",PG,90,0,tt8861786,249,4.446,5.7,1,2010s
tm1082515,Untold: Caitlyn Jenner,Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful.,R,69,0,tt15101946,2456,4.431,6.6,0,2020s
tm185208,Elena,"Petra heads to New York in search of her older sister after a long time of being separated. They are both movie actresses and heirs of the wounds of the Brazilian dictatorship. But Petra has only a few clues: home movies, newspaper clippings, a diary...",PG-13,82,1,tt2475154,1823,4.427,7.4,1,2010s
tm318200,Clive Davis: The Soundtrack of Our Lives,"The life and successes of iconic music executive Clive Davis, from his miraculous start at Columbia Records through his trailblazing work at Arista Records and J Records, with a heavy dose of outstanding music sprinkled in between.",PG-13,123,1,tt6494358,991,4.315,6.3,0,2010s
tm1120636,Johnny Test's Ultimate Meatloaf Quest,"Join Johnny and Dukey on an epic interactive quest to find the perfect meatloaf - and save themselves from eating Dad's gross ""garbage loaf"" for dinner.",G,20,1,tt15717738,26,4.274,2.5,0,2020s
tm938227,Dolly Parton's Christmas on the Square,A rich and nasty woman returns to her hometown to evict everyone but discovers the true meaning of Christmas thanks to the local townsfolk â€“ and an actual angel. Features 14 original songs with music and lyrics by Dolly Parton!,PG,98,0,tt10627548,2686,4.223,5.9,1,2020s
