id,title,description,age_certification,runtime,hit,imdb_id,imdb_votes,tmdb_popularity,tmdb_score,top_three,release_decade
tm212927,Mr. Right,"A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",R,90,0,tt2091935,55955,16.884,6.439,1,2010s
tm845415,Miss Americana,"A raw and emotionally revealing look at one of the most iconic artists of our time during a transformational period in her life as she learns to embrace her role not only as a songwriter and performer, but as a woman harnessing the full power of her voice.",R,85,1,tt11388580,19482,16.672,7.9,0,2020s
tm219233,Loving,"The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court.",PG-13,123,1,tt4669986,34326,16.664,6.7,1,2010s
tm914535,2 Hearts,"When illness strikes two people who are polar opposites, life and death bring them together in surprising ways.",PG-13,100,0,tt5616176,3801,16.578,7.7,1,2020s
tm436844,The Christmas Chronicles,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",PG,104,1,tt2990140,71740,16.532,7.1,1,2010s
tm23935,The Lake House,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",PG,99,0,tt0410297,149070,16.31,7,1,2000s
tm136308,Monster,"An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes the United States' first female serial killer.",R,110,1,tt0340855,150339,16.309,7.2,1,2000s
tm151807,Creep,"Looking for work, Aaron comes across a cryptic online ad: â€œ$1,000 for the day. Filming service. Discretion is appreciated.â€ Low on cash and full of naivetÃ©, he decides to go for it. He drives to a cabin in a remote mountain town where he meets Josef, his cinematic subject for the day. Josef is sincere and the project seems heartfelt, so Aaron begins to film. But as the day goes on, it becomes clear that Josef is not who he says, and his intentions are not at all pure.",R,82,0,tt2428170,53408,16.301,6.4,0,2010s
tm843444,Da 5 Bloods,Four African-American Vietnam veterans return to Vietnam. They are in search of the remains of their fallen squad leader and the promise of buried treasure. These heroes battle forces of humanity and nature while confronted by the lasting ravages of the immorality of the Vietnam War.,R,156,0,tt9777644,50520,16.232,6.6,1,2020s
tm813078,Prayers for the Stolen,Life in a town at war seen through the eyes of three young girls on the path to adolescence.,R,110,1,tt10366574,1729,16.208,7.8,1,2020s
tm266844,True Memoirs of an International Assassin,"After a publisher changes a writer's debut novel about a deadly assassin from fiction to nonfiction, the author finds himself thrust into the world of his lead character, and must take on the role of his character for his own survival.",PG-13,98,0,tt1542768,22891,16.152,5.8,1,2010s
tm409618,Alex Strangelove,"Alex Truelove is on a quest to lose his virginity, an event eagerly awaited by his patient girlfriend and cheered on with welcome advice by his rowdy friends. But Alex, a super gregarious dude, is oddly unmotivated. A magical house party throws Alex into the presence of Elliot, a hunky college guy, who pegs Alex as gay and flirts hard. Alex is taken aback but after a series of setbacks on the girlfriend front he takes the plunge and learns some interesting new facts about himself.",R,99,0,tt5688996,17746,16.093,6.6,1,2010s
tm219173,Term Life,"If Nick Barrow can stay alive for 21 days, he'll die happy. Everyone Nick knows wants him dead; Mob bosses, contract killers, and dirty cops. Performing the last act of a desperate man, Nick takes out a million dollar insurance policy on himself, payable to his estranged daughter. The problem? The policy doesn't take effect for 21 days. Nick knows they'll be lucky to be alive for twenty-one hours.",R,93,0,tt2978102,8030,16.084,5.9,1,2010s
tm332071,Velvet Buzzsaw,"Big money artists and mega-collectors pay a high price when art collides with commerce.Â After a series of paintings by an unknown artist are discovered, a supernatural force enacts revenge on those who have allowed their greed to get in the way of art.",R,113,0,tt7043012,60629,16.079,5.3,1,2010s
tm101334,Death at a Funeral,"Aaron's father's funeral is today at the family home, and everything goes wrong: the funeral home delivers the wrong body, his cousin accidentally drugs her fiancÃ©, and Aaron's successful younger brother, Ryan, flies in from New York, broke but arrogant. To top it all off, a mysterious stranger wants a word with Aaron.",R,92,0,tt1321509,49901,15.989,5.8,1,2010s
tm985712,"Strip Down, Rise Up","The feature documentary follows women of all walks of life, all ages and ethnic backgrounds, as they shed trauma, body image shame, sexual abuse and other issues locked in their bodies, and embark on a journey to reclaim themselves. The film also gives a rare window into the world of Pole artistry and expression.",R,112,0,tt13787118,656,15.961,7,0,2020s
tm12499,The Net,"Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down and make her the target of an assassination.",PG-13,114,0,tt0113957,66667,15.935,6,1,1990s
tm366567,When We First Met,"Noah spends the perfect first night with the girl of his dreams Avery but gets relegated to the friend zone. He spends the next three years wondering what went wrong - until he gets the unexpected chance to travel back in time and alter that night, and his fate, over and over again.",PG-13,97,0,tt5783956,48885,15.879,6.6,1,2010s
tm100015,Takers,"A seasoned team of bank robbers, including Gordon Jennings, John Rahway, A.J., and brothers Jake and Jesse Attica successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost, a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the ""Takers"" carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer inches closer to apprehending the criminals.",PG-13,107,0,tt1135084,62464,15.872,6.228,1,2010s
tm455636,The Dirt,The story of MÃ¶tley CrÃ¼e and their rise from the Sunset Strip club scene of the early 1980s to superstardom.,R,108,0,tt0800325,48445,15.86,7.518,1,2010s
tm362098,The Kindergarten Teacher,"Lisa Spinelli is a Staten Island teacher who is unusually devoted to her students. When she discovers one of her five-year-olds is a prodigy, she becomes fascinated with the boy, ultimately risking her family and freedom to nurture his talent.",R,96,0,tt6952960,15974,15.809,6.6,1,2010s
tm69926,Here Comes the Boom,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,PG,105,0,tt1648179,90126,15.732,6.2,1,2010s
tm414220,Little Italy,Former childhood pals Leo and Nikki are attracted to each other as adultsâ€”but will their feuding parents' rival pizzerias put a chill on their sizzling romance?,R,102,0,tt6957966,14829,15.703,6.8,1,2010s
tm119281,Bonnie and Clyde,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",R,110,1,tt0061418,112048,15.687,7.5,1,1960s
tm327540,Gnome Alone,"When Chloe discovers that her new home's garden gnomes are not what they seem, she must decide between the pursuit of a desired high school life and taking up the fight against the Troggs.",PG,85,0,tt5851786,3488,15.668,6.2,1,2010s
tm22342,Waist Deep,An ex-convict (Tyrese) gets tangled up with a gang after his car is hijacked with his son inside.,R,97,0,tt0456020,9990,15.58,6.6,1,2000s
tm40319,Savages,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,R,131,0,tt1615065,129746,15.525,6.4,1,2010s
tm143227,Begin Again,"Gretta, a budding songwriter, finds herself alone after her boyfriend Dave ditches her. Her life gains purpose when Dan, a record label executive, notices her talent.",R,104,1,tt1980929,155249,15.514,7.254,1,2010s
tm407295,Amateur,14-year-old basketball phenom Terron Forte has to navigate the under-the-table world of amateur athletics when he is recruited to an elite NCAA prep school.,R,17,0,tt5580392,4459,15.455,6.5,1,2010s
tm316414,Hell Fest,"On Halloween night at a horror theme park, a costumed killer begins slaying innocent patrons who believe that it's all part of the festivities.",R,88,0,tt1999890,16976,15.417,5.6,0,2010s
tm346467,Wheelman,A getaway driver for a bank robbery realizes he has been double crossed and races to find out who betrayed him.,R,82,0,tt5723286,20351,15.282,6.1,1,2010s
tm199607,The Gift,Simon and Robyn are a young married couple whose life is going as planned until a chance run-in with Simon's high school acquaintance sends their world into a tailspin.,R,108,1,tt4178092,155102,15.146,6.7,1,2010s
tm138875,When Harry Met Sally...,"During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",R,96,1,tt0098635,216199,15.123,7.4,1,1980s
tm176630,The Butler,"A look at the life of Cecil Gaines who served eight presidents as the White House's head butler from 1952 to 1986, and had a unique front-row seat as political and racial history was made.",PG-13,132,1,tt1327773,114768,15.115,7.355,1,2010s
tm840196,The Trial of the Chicago 7,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,R,130,1,tt1070874,173103,15.07,7.8,1,2020s
tm89036,Harold & Kumar Go to White Castle,"Nerdy accountant Harold and his irrepressible friend, Kumar, get stoned watching television and find themselves utterly bewitched by a commercial for White Castle. Convinced there must be one nearby, the two set out on a late-night odyssey that takes them deep into New Jersey. Somehow, the boys manage to run afoul of rednecks, cops and even a car-stealing Neil Patrick Harris before getting anywhere near their beloved sliders.",R,83,1,tt0366551,194695,15.026,6.5,1,2000s
tm885805,Debt Collectors,"A pair of debt collectors are thrust into an explosively dangerous situation, chasing down various lowlifes while also evading a vengeful kingpin.",R,97,0,tt10933680,4347,15.007,6.1,1,2020s
tm219248,The Fundamentals of Caring,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.",R,97,1,tt2452386,72083,14.985,7.326,1,2010s
tm916997,Work It,A brilliant but clumsy high school senior vows to get into her late father's alma mater by transforming herself and a misfit squad into dance champions.,PG-13,93,0,tt10276470,13242,14.953,7.7,1,2020s
tm211510,Incarnate,An exorcist comes up against an evil from his past when he uses his skills to enter the mind of a nine year old boy.,PG-13,19,0,tt3216348,13090,14.911,5.4,0,2010s
tm285649,The Ottoman Lieutenant,"Lillie, a determined American woman, ventures overseas to join Dr. Jude at a remote medical mission in the Ottoman Empire (now Turkey). However, Lillie soon finds herself at odds with Jude and the missionâ€™s founder, Woodruff, when she falls for the titular military man, Ismail, just as the war is about to erupt.",R,111,0,tt4943322,25674,14.87,6.2,1,2010s
tm170442,Margin Call,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,R,107,1,tt1615147,128874,14.851,6.8,1,2010s
tm1038369,Good on Paper,"After years of putting her career ahead of love, stand-up comic Andrea Singer has stumbled upon the perfect guy. On paper, he checks all the boxes but is he everything he appears to be?",R,92,0,tt8231668,11987,14.843,5.7,1,2020s
tm315174,Phantom Thread,"In 1950s London, renowned British dressmaker Reynolds Woodcock comes across Alma, a young, strong-willed woman, who soon becomes ever present in his life as his muse and lover.",R,130,1,tt5776858,130006,14.833,7.3,1,2010s
tm312676,Leave No Trace,"A father and daughter live a perfect but mysterious existence in Forest Park, a beautiful nature reserve near Portland, Oregon, rarely making contact with the world. But when a small mistake tips them off to authorities, they are sent on an increasingly erratic journey in search of a place to call their own.",PG,109,1,tt8324306,58727,14.795,6.8,1,2010s
tm118238,Wyatt Earp,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",PG-13,191,0,tt0111756,50774,14.677,6.751,1,1990s
tm1030283,Why Did You Kill Me?,The line between justice and revenge blurs when a devastated family uses social media to track down the people who killed 24-year-old Crystal Theobald.,R,83,0,tt14318430,4175,14.666,6.2,0,2020s
tm148270,Something's Gotta Give,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.",PG-13,128,0,tt0337741,121364,14.619,6.6,1,2000s
tm191431,Double Team,He's a one-man arsenal... with enough voltage to rock the free world. They Don't Play by the Rules. You're either on their side...or in their way. America's top counter-terrorist usually works alone...this time he's got company.,R,93,0,tt0119013,34396,14.599,5.1,1,1990s
tm120072,Let It Snow,"In a small town on Christmas Eve, a snowstorm brings together a group of young people. They soon find their friendships and love lives colliding, and come Christmas morning, nothing will be the same.",PG-13,93,0,tt1950235,21828,14.599,6.101,1,2010s
tm448122,Taylor Swift: Reputation Stadium Tour,"Taylor Swift takes the stage in Dallas for the Reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic.",PG-13,125,1,tt9426852,5435,14.519,8.2,0,2010s
tm317566,Creep 2,"After finding an ad online for â€œvideo work,â€ Sara, a video artist whose primary focus is creating intimacy with lonely men, thinks she may have found the subject of her dreams. She drives to a remote house in the forest and meets a man claiming to be a serial killer. Unable to resist the chance to create a truly shocking piece of art, she agrees to spend the day with him. However, as the day goes on, she discovers she may have dug herself into a hole from which she canâ€™t escape.",R,80,0,tt3654796,25671,14.489,6.322,1,2010s
tm49592,LOL,"In a world connected by YouTube, iTunes, and Facebook, Lola and her friends navigate the peer pressures of high school romance and friendship while dodging their sometimes overbearing and confused parents. When Lola's mom, Anne, ""accidentally"" reads her teenage daughter's racy journal, she realizes just how wide their communication gap has grown.",PG-13,92,0,tt1592873,55976,14.465,6.1,1,2010s
tm861000,Worth,"Kenneth Feinberg, a powerful D.C. lawyer appointed Special Master of the 9/11 Fund, fights off the cynicism, bureaucracy, and politics associated with administering government funds and, in doing so, discovers what life is worth.",PG-13,118,0,tt8009744,13524,14.465,6.8,1,2020s
tm362072,Monster,"The story of Steve Harmon, a 17-year-old honor student whose world comes crashing down around him when he is charged with felony murder.",R,98,0,tt2850272,5770,14.441,6.5,1,2020s
tm271951,Apostle,"In 1905, a man travels to a remote island in search of his missing sister who has been kidnapped by a mysterious religious cult.",R,130,0,tt6217306,51890,14.414,6.1,1,2010s
tm422491,Speed Kills,Speedboat racing champion and multimillionaire Ben Aronoff leads a double life that lands him in trouble with the law and drug lords.,R,102,0,tt6749318,3244,14.407,5.6,1,2010s
tm321224,"Game Over, Man!",Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.,R,100,0,tt3317234,30218,14.358,5.5,1,2010s
tm238748,The Darkness,A family returns from a Grand Canyon vacation with a supernatural presence in tow.,PG-13,92,0,tt1878841,16090,14.347,4.8,0,2010s
tm237143,Shrek the Musical,Shrek The Musical is a musical with music by Jeanine Tesori and book and lyrics by David Lindsay-Abaire. It is based on the 2001 DreamWorks Animation's film Shrek and William Steig's 1990 book Shrek! It was nominated for 8 Tony Awards including Best Musical.,PG-13,130,0,tt3070936,3695,14.341,7.2,1,2010s
tm420826,The Highwaymen,"In 1934, Frank Hamer and Manny Gault, two former Texas Rangers, are commissioned to put an end to the wave of vicious crimes perpetrated by Bonnie Parker and Clyde Barrow, a notorious duo of infamous robbers and cold-blooded killers who nevertheless are worshiped by the public.",R,133,0,tt1860242,89893,14.256,6.7,1,2010s
tm441232,Someone Great,"An aspiring music journalist lands her dream job and is about to move to San Francisco when her boyfriend of nine years decides to call it quits. To nurse her broken heart, she and her two best friends spend one outrageous last adventure in New York City.",R,92,0,tt8075260,22277,14.238,6.4,1,2010s
tm171228,Metallica: Through the Never,"Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure.",R,93,1,tt2172935,17513,14.231,6.8,0,2010s
tm40860,Big Time Movie,"In Big Time Movie, the guys must tap their inner spy as their adventure finds them driving exotic cars and jumping out of helicopters, while trying to make it to their first world tour concert on time. Hot on their trail are evil henchmen named Maxwell, British secret agents and Swedish spies as well as billionaire businessman, Sir Atticus Moon who wants back his precious device code named: â€œThe Beetle,â€ an anti-gravitational device with enormous power.  Once they learn theyâ€™re carrying this precious cargo, the guys get pulled into a madcap mission throughout London, which threatens the onset of their world tour.  With the help of teen spy Penny Lane, the guys set out to save Pennyâ€™s father MI6 Agent Simon Lane and stop Sir Atticus Moonâ€™s plot to use â€œThe Beetleâ€ to gain world domination (Nickpress).",G,68,0,tt2163203,1962,14.213,7.6,1,2010s
tm77649,Premonition,"A depressed housewife who learns her husband was killed in a car accident the day previously, awakens the next morning to find him alive and well at home, and then awakens the day after to a world in which he is still dead.",PG-13,96,0,tt0477071,78494,14.21,6.3,1,2000s
tm414341,The Red Sea Diving Resort,"Sudan, East Africa, 1980. A team of Israeli Mossad agents plans to rescue and transfer thousands of Ethiopian Jews to Israel. To do so, and to avoid raising suspicions from the inquisitive and ruthless authorities, they establish as a cover a fake diving resort by the Red Sea.",R,129,0,tt4995776,28051,14.205,6.9,1,2010s
tm420797,Sierra Burgess Is a Loser,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,PG-13,105,0,tt3120280,38841,14.072,6.3,1,2010s
tm81270,Starsky & Hutch,"Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman.",PG-13,101,0,tt0335438,146880,13.938,5.8,1,2000s
tm189764,Menace II Society,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,R,97,1,tt0107554,58179,13.928,7.542,1,1990s
tm43808,The Talented Mr. Ripley,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",R,139,1,tt0134119,207524,13.78,7.2,1,1990s
tm191772,Seven Years in Tibet,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",PG-13,136,1,tt0120102,142903,13.766,7.2,1,1990s
tm161263,The Cave,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",PG-13,97,0,tt0402901,38734,13.695,5.3,1,2000s
tm113576,Little Women,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",PG,115,1,tt0110367,58178,13.683,7.314,1,1990s
tm101249,Cop Out,"Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar oppositesâ€”especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time and without any backupâ€”except for each other.",R,107,0,tt1385867,88026,13.63,5.6,1,2010s
tm135106,In a Valley of Violence,"The story of a drifter named Paul who arrives in a small town seeking revenge on the thugs who murdered his friend. Sisters Mary Anne and Ellen, who run the town's hotel, help Paul in his quest for vengeance.",R,104,0,tt3608930,18987,13.597,6.1,1,2010s
tm320570,Tully,"Marlo, a mother of three, including a newborn, is gifted a night nanny by her brother. Hesitant at first, she quickly forms a bond with the thoughtful, surprising, and sometimes challenging nanny named Tully.",R,96,1,tt5610554,57576,13.592,6.8,1,2010s
tm196125,"Hello, My Name Is Doris",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,R,95,0,tt3766394,21105,13.528,6.4,1,2010s
tm97544,Alpha and Omega,"Two young wolves at opposite ends of their pack's social order are thrown together into a foreign land and need each other to return home, but love complicates everything.",PG,88,0,tt1213012,14362,13.523,5.9,1,2010s
tm165593,Rumor Has It...,"Sarah Huttinger's return home with her fiance convinces her that the sedate, proper, country-club lifestyle of her family isn't for her â€“ and that maybe the Huttinger family isn't even hers â€“ as she uncovers secrets that suggest the Huttingers are neither sedate nor proper.",PG-13,97,0,tt0398375,58247,13.521,5.6,1,2000s
tm827638,Synchronic,"Two New Orleans paramedics' lives are ripped apart after they encounter a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.",R,102,0,tt9016974,29455,13.498,6.3,1,2010s
tm889629,Lady Driver,"When a rebellious teen embarks on a solo summer journey to connect with her roots, she finds herself in a new world, geared up for the ride of her life, and discovers she had the drive in her all along.",PG,104,0,tt7562334,1538,13.497,6.3,1,2020s
tm935895,The Life Ahead,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.",PG-13,94,0,tt10627584,14170,13.394,6.7,1,2020s
tm917974,Hard Kill,"The work of billionaire tech CEO Donovan Chalmers is so valuable that he hires mercenaries to protect it, and a terrorist group kidnaps his daughter just to get it.",R,98,0,tt11656172,19750,13.322,5.1,1,2020s
tm420656,Reprisal,"Jacob, a bank manager haunted by a violent heist that took the life of a coworker, teams up with his ex-cop neighbor, James, to bring down the assailant. While the two men work together to figure out the thiefâ€™s next move, Gabriel, the highly-trained criminal, is one step ahead. When Gabriel kidnaps Jacobâ€™s wife and daughter, Jacob barrels down a path of bloodshed that initiates an explosive counterattack and brings all three men to the breaking point.",R,89,0,tt6547170,7504,13.316,5.3,1,2010s
tm925584,The Vanished,"A family vacation takes a terrifying turn when parents Paul and Wendy discover their young daughter has vanished without a trace. Stopping at nothing to find her, the search for the truth leads to a shocking revelation.",R,115,0,tt9794630,10378,13.281,6,1,2020s
tm239927,Official Secrets,The true story of British intelligence whistleblower Katharine Gun whoâ€”prior to the 2003 Iraq invasionâ€”leaked a top-secret NSA memo exposing a joint US-UK illegal spying operation against members of the UN Security Council. The memo proposed blackmailing member states into voting for war.,R,112,1,tt5431890,46901,13.217,7.249,1,2010s
tm927037,The Water Man,"Hoping to save his sick mother, a boy named Gunner and his friend Jo venture into the remote Wild Horse forest to search for a mythical figure who possesses the secret to immortality. When they go missing, Gunner's father Amos must immerse himself in his son's world to find them.",PG,92,0,tt4779326,3880,13.201,6.2,1,2020s
tm32144,We Are Marshall,"When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive.",PG,131,1,tt0758794,61345,13.173,6.9,1,2000s
tm78067,The Girl Next Door,"In a quiet suburban town in the summer of 1958, two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth's depraved sense of discipline will soon lead to unspeakable acts of abuse and torture that involve her young sons, the neighborhood children, and one 12-year-old boy whose life will be changed forever.",R,91,0,tt0830558,26293,13.131,6.7,1,2000s
tm67378,The Professionals,An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.,PG-13,117,1,tt0060862,16446,13.123,7.1,1,1960s
tm821789,Mank,1930s Hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).,R,131,0,tt10618286,72295,13.068,6.8,1,2020s
tm11556,The Quick and the Dead,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",R,107,0,tt0114214,93767,13.056,6.5,1,1990s
tm515157,Point Blank,A top spy must clear his name when he faces military sanctions.,NC-17,86,0,tt2499472,14324,12.985,6.1,1,2010s
tm437608,Adam Sandler: 100% Fresh,"Adam Sandler takes his comical musical musings back out on the road, from comedy clubs to concert halls to one very unsuspecting subway station.",R,73,1,tt9036126,5178,12.969,7.3,1,2010s
tm886086,Seized,"Hiding out with his son Taylor on the Mexican coast, Nero hopes to put his violent Special Forces career behind him. But after Neroâ€™s home is attacked and Taylor is abducted, the mysterious Mzamo orders Nero to slaughter the members of three rival crime syndicates. If he fails, Taylor will die. Now, with bullets flying and bodies dropping as Nero completes his mission, he races to find Mzamoâ€™s hideout and seek revenge.",R,85,0,tt7221772,2270,12.92,6.6,1,2020s
tm118462,Half Past Dead,"A man goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there, he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.",PG-13,98,0,tt0297162,15740,12.906,5.2,1,2000s
tm192431,The Devil's Own,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",R,107,0,tt0962637,65323,12.863,6.1,1,1990s
tm193769,Steve Jobs,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",R,125,1,tt2080374,168042,12.847,6.8,1,2010s
tm849022,Hillbilly Elegy,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",R,117,0,tt6772802,41469,12.825,6.8,1,2020s
tm14873,Dirty Harry,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan â€“ famous for his take-no-prisoners approach to law enforcement â€“ is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.",R,102,1,tt0066999,155051,12.817,7.5,1,1970s
tm39828,Semi-Pro,"Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA). In 1976 before the ABA collapses, the National Basketball Association (NBA) plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. The Tropics are the worst team in the league and if they want to make it to the NBA, Jackie Moon must rally his team and start winning. The only problem is the fact that Jackie Moon is not really the coach and star basketball player he thinks he is. To keep his team from oblivion and leave his mark in the city, Jackie Moon must inspire his team to win fourth place in the playoffs.",R,94,0,tt0839980,82159,12.789,5.6,1,2000s
tm288499,Roma,"In 1970s Mexico City, two domestic workers help a mother of four while her husband is away for an extended period of time.",R,135,1,tt6155172,155787,12.745,7.7,1,2010s
tm173066,The Interpreter,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.",PG-13,128,0,tt0373926,106781,12.694,6.299,0,2000s
tm945825,Bobbleheads: The Movie,"Get ready for a big shake-up when misfit bobbleheads take on trashy humans and a slobbery dog who crash their home with plans to swap a new baseball player bobblehead for a valuable one of them. With some guidance from Bobblehead Cher, they find the courage to bobble-up for an outrageous battle of wits and wobble.",PG,82,0,tt13292206,366,12.656,5.3,0,2020s
tm1822,3 Ninjas Kick Back,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",PG,93,0,tt0109015,9321,12.603,5.5,1,1990s
tm471967,Lost Girls,"When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered sex workers.",R,95,0,tt3111426,21588,12.547,6.1,1,2020s
tm192769,Vegas Vacation,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirlsâ€”Las Vegas.",PG,94,0,tt0120434,49377,12.537,6.1,1,1990s
tm423436,Ben Is Back,"19-year-old Ben Burns unexpectedly returns home to his family's suburban home on Christmas Eve morning. Ben's mother, Holly, is relieved and welcoming but wary of her son staying clean. Over a turbulent 24 hours, new truths are revealed, and a mother's undying love for her son is tested as she does everything in her power to keep him safe.",R,103,0,tt7545524,21735,12.478,6.6,1,2010s
tm130574,Did You Hear About the Morgans?,"In New York City, an estranged couple who witness a murder are relocated to small-town Wyoming as part of a witness-protection program.",PG-13,103,0,tt1314228,40551,12.459,5.4,1,2000s
tm950444,Skater Girl,"When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.",PG,107,0,tt6964940,4289,12.433,7.5,1,2020s
